relation_mention_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_logits_json,selection_method
pred_33263_srcm_5334_tgtm_5336,5334,33263,33263,33264,5336,6,12,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_33348_srcm_5354_tgtm_5356,5354,33348,33348,33352,5356,12,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2978515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.25, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.712890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1767578125}",nli_grouped_softmax
pred_33348_srcm_5354_tgtm_5357,5354,33348,33348,33352,5357,12,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.93994140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.072265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.529296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1337890625}",nli_grouped_softmax
pred_33348_srcm_5355_tgtm_5356,5355,33348,33348,33352,5356,24,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_33348_srcm_5355_tgtm_5357,5355,33348,33348,33352,5357,24,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_33362_srcm_5359_tgtm_5361,5359,33362,33362,33365,5361,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.35546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.7919921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.587890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3056640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7470703125}",nli_grouped_softmax
pred_33362_srcm_5360_tgtm_5361,5360,33362,33362,33365,5361,17,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4658203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.23828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.958984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.6435546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.9482421875}",nli_grouped_softmax
pred_33604_srcm_5395_tgtm_5396,5395,33604,33604,33609,5396,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1982421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.7998046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.341796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.3916015625}",nli_grouped_softmax
pred_33614_srcm_5397_tgtm_5398,5397,33614,33614,33615,5398,9,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4638671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.93115234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.978515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 0.2362060546875}",nli_grouped_softmax
pred_33614_srcm_5397_tgtm_5399,5397,33614,33614,33615,5399,9,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1416015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.951171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 0.73974609375}",nli_grouped_softmax
pred_33614_srcm_5397_tgtm_5401,5397,33614,33614,33617,5401,9,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.064453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.9677734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.6875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 0.32958984375}",nli_grouped_softmax
pred_33642_srcm_5405_tgtm_5407,5405,33642,33642,33648,5407,7,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_33642_srcm_5406_tgtm_5407,5406,33642,33642,33648,5407,15,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_33665_srcm_5408_tgtm_5409,5408,33665,33665,33666,5409,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3291015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.189453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.478515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.8466796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.31640625}",nli_grouped_softmax
pred_33791_srcm_5439_tgtm_5440,5439,33791,33791,33793,5440,9,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.27734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.689453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.03515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.91455078125}",nli_grouped_softmax
pred_33791_srcm_5439_tgtm_5441,5439,33791,33791,33793,5441,9,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.20703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.7646484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.056640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.95263671875}",nli_grouped_softmax
pred_33836_srcm_5448_tgtm_5449,5448,33836,33836,33837,5449,9,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.603515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.240234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.685546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.923828125}",nli_grouped_softmax
pred_33836_srcm_5448_tgtm_5450,5448,33836,33836,33837,5450,9,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2353515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.268310546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.6123046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.5595703125}",nli_grouped_softmax
pred_33858_srcm_5453_tgtm_5454,5453,33858,33858,33859,5454,14,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.25, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.5439453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.6650390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.470703125}",nli_grouped_softmax
pred_33884_srcm_5460_tgtm_5462,5460,33884,33884,33885,5462,7,24,"{""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": 0.0}",single_candidate_router
pred_33884_srcm_5461_tgtm_5462,5461,33884,33884,33885,5462,15,24,"{""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": 0.0}",single_candidate_router
pred_33921_srcm_5470_tgtm_5472,5470,33921,33921,33923,5472,7,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_33921_srcm_5471_tgtm_5472,5471,33921,33921,33923,5472,15,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_33939_srcm_5473_tgtm_5474,5473,33939,33939,33940,5474,9,24,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.375, ""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": -2.033203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1943359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.42578125}",nli_grouped_softmax
pred_33939_srcm_5473_tgtm_5475,5473,33939,33939,33944,5475,9,10,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.15234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.9345703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.083984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3642578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6181640625}",nli_grouped_softmax
pred_34001_srcm_5488_tgtm_5489,5488,34001,34001,34002,5489,1,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.173828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.313720703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.556640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1298828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.2822265625}",nli_grouped_softmax
pred_34001_srcm_5488_tgtm_5490,5488,34001,34001,34002,5490,1,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.173828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.313720703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.556640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1298828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.2822265625}",nli_grouped_softmax
pred_34386_srcm_5567_tgtm_5568,5567,34386,34386,34387,5568,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.228515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.89599609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.9140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.48828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.5810546875}",nli_grouped_softmax
pred_34463_srcm_5579_tgtm_5581,5579,34463,34463,34464,5581,9,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.64453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.52001953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.08203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.8125}",nli_grouped_softmax
pred_34463_srcm_5579_tgtm_5582,5579,34463,34463,34464,5582,9,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.564453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.744140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.04296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.5634765625}",nli_grouped_softmax
pred_34463_srcm_5579_tgtm_5583,5579,34463,34463,34467,5583,9,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4638671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.1658935546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.876953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.37109375}",nli_grouped_softmax
pred_34463_srcm_5579_tgtm_5584,5579,34463,34463,34467,5584,9,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.5087890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.330322265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.94140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.47265625}",nli_grouped_softmax
pred_34591_srcm_5599_tgtm_5602,5599,34591,34591,34593,5602,19,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": 0.81689453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.2015380859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.6826171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.44287109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.66064453125}",nli_grouped_softmax
pred_34932_srcm_5662_tgtm_5666,5662,34932,34932,34933,5666,9,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.177734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.83740234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.173828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4833984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.982421875}",nli_grouped_softmax
pred_35043_srcm_5690_tgtm_5691,5690,35043,35043,35044,5691,9,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2451171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.06207275390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.86328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2451171875}",nli_grouped_softmax
pred_35043_srcm_5690_tgtm_5692,5690,35043,35043,35044,5692,9,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4228515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.493896484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.533203125}",nli_grouped_softmax
pred_35043_srcm_5690_tgtm_5693,5690,35043,35043,35046,5693,9,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2783203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.271484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.14501953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.74609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.33984375}",nli_grouped_softmax
pred_35091_srcm_5699_tgtm_5700,5699,35091,35091,35093,5700,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.427734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.81689453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.294921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.044921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.283203125}",nli_grouped_softmax
pred_35123_srcm_5703_tgtm_5704,5703,35123,35123,35124,5704,9,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.477294921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.8193359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 0.056854248046875}",nli_grouped_softmax
pred_35123_srcm_5703_tgtm_5705,5703,35123,35123,35124,5705,9,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.6953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.248046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.115234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.1068115234375}",nli_grouped_softmax
pred_35435_srcm_5737_tgtm_5738,5737,35435,35435,35436,5738,9,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1240234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.7490234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.791015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.7763671875}",nli_grouped_softmax
pred_35845_srcm_5780_tgtm_5781,5780,35845,35845,35846,5781,9,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.8681640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.07421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.78076171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.7705078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.830078125}",nli_grouped_softmax
pred_35845_srcm_5780_tgtm_5782,5780,35845,35845,35846,5782,9,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.8681640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.07421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.78076171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.7705078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.830078125}",nli_grouped_softmax
pred_36152_srcm_5818_tgtm_5819,5818,36152,36152,36153,5819,10,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.126953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.30126953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.96875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.111328125}",nli_grouped_softmax
pred_36195_srcm_5829_tgtm_5831,5829,36195,36195,36197,5831,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.91455078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.54833984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.1796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.77490234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.0771484375}",nli_grouped_softmax
pred_36209_srcm_5833_tgtm_5834,5833,36209,36209,36212,5834,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.326171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.83935546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.77197265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.95703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.75390625}",nli_grouped_softmax
pred_36222_srcm_5835_tgtm_5836,5835,36222,36222,36223,5836,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.11328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.986328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.2197265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4306640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.44921875}",nli_grouped_softmax
pred_36583_srcm_5885_tgtm_5886,5885,36583,36583,36584,5886,9,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.5185546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.69580078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.087890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.6376953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.373046875}",nli_grouped_softmax
pred_36605_srcm_5887_tgtm_5888,5887,36605,36605,36606,5888,9,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2216796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.97607421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.7958984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2158203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.83984375}",nli_grouped_softmax
pred_36836_srcm_5918_tgtm_5919,5918,36836,36836,36838,5919,7,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
pred_36922_srcm_5934_tgtm_5935,5934,36922,36922,36923,5935,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3408203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.99169921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.208984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.447265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.541015625}",nli_grouped_softmax
pred_36992_srcm_5949_tgtm_5950,5949,36992,36992,36993,5950,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1767578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 0.71142578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.044921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.298828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.4111328125}",nli_grouped_softmax
pred_37046_srcm_5959_tgtm_5960,5959,37046,37046,37051,5960,9,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.291015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.6611328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.990234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.16796875}",nli_grouped_softmax
pred_37222_srcm_5979_tgtm_5980,5979,37222,37222,37223,5980,9,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.81640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.6357421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0224609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.4306640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0263671875}",nli_grouped_softmax
pred_37350_srcm_5995_tgtm_5996,5995,37350,37350,37352,5996,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1220703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.9736328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.20703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.22265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.310546875}",nli_grouped_softmax
pred_37445_srcm_6008_tgtm_6010,6008,37445,37445,37447,6010,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.96728515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1748046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.83203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.9931640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.25390625}",nli_grouped_softmax
pred_37460_srcm_6013_tgtm_6014,6013,37460,37460,37462,6014,9,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": 0.0439453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.78125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.826171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.53515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4453125}",nli_grouped_softmax
pred_37801_srcm_6044_tgtm_6045,6044,37801,37801,37803,6045,17,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": 0.40966796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.69921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.9189453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.158203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.986328125}",nli_grouped_softmax
pred_37985_srcm_6064_tgtm_6065,6064,37985,37985,37986,6065,9,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.37890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.78857421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9306640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.35546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.072265625}",nli_grouped_softmax
pred_38167_srcm_6090_tgtm_6091,6090,38167,38167,38170,6091,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.326171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.98583984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.30859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2177734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.71484375}",nli_grouped_softmax
pred_38240_srcm_6103_tgtm_6104,6103,38240,38240,38241,6104,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.6201171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.34375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.2265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4814453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6318359375}",nli_grouped_softmax
pred_38334_srcm_6115_tgtm_6116,6115,38334,38334,38335,6116,3,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.29541015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -0.75048828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.11053466796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 0.365234375}",nli_grouped_softmax
pred_38339_srcm_6117_tgtm_6118,6117,38339,38339,38340,6118,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.228515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.473388671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.55859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.70263671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.2734375}",nli_grouped_softmax
